idPlayerNBA,namePlayer,nameFirst,nameLast,slugPosition,slugTeamsBREF,jersey_number,countGames_22_23_game,minutesPerGame_22_23_game,fgmPerGame_22_23_game,fgaPerGame_22_23_game,fgm_fgaPerGame_22_23_game,pctFG_22_23_game,ftmPerGame_22_23_game,ftaPerGame_22_23_game,ftm_ftaPerGame_22_23_game,pctFT_22_23_game,fg3mPerGame_22_23_game,ptsPerGame_22_23_game,trbPerGame_22_23_game,astPerGame_22_23_game,stlPerGame_22_23_game,blkPerGame_22_23_game,tovPerGame_22_23_game,rankcat_PerGame_22_23_game,countGames_22_23_asb,minutesPerGame_22_23_asb,fgmPerGame_22_23_asb,fgaPerGame_22_23_asb,fgm_fgaPerGame_22_23_asb,pctFG_22_23_asb,ftmPerGame_22_23_asb,ftaPerGame_22_23_asb,ftm_ftaPerGame_22_23_asb,pctFT_22_23_asb,fg3mPerGame_22_23_asb,ptsPerGame_22_23_asb,trbPerGame_22_23_asb,astPerGame_22_23_asb,stlPerGame_22_23_asb,blkPerGame_22_23_asb,tovPerGame_22_23_asb,rankcat_PerGame_22_23_asb,countGames_22_23_per36,minutesPerGame_22_23_per36,fgaPerGame_22_23_per36,fgm_fgaPerGame_22_23_per36,pctFG_22_23_per36,ftmPerGame_22_23_per36,ftaPerGame_22_23_per36,ftm_ftaPerGame_22_23_per36,pctFT_22_23_per36,fg3mPerGame_22_23_per36,ptsPerGame_22_23_per36,trbPerGame_22_23_per36,astPerGame_22_23_per36,stlPerGame_22_23_per36,blkPerGame_22_23_per36,tovPerGame_22_23_per36,rankcat_PerGame_22_23_per36,countGames_21_22_game,minutesPerGame_21_22_game,fgmPerGame_21_22_game,fgaPerGame_21_22_game,fgm_fgaPerGame_21_22_game,pctFG_21_22_game,ftmPerGame_21_22_game,ftaPerGame_21_22_game,ftm_ftaPerGame_21_22_game,pctFT_21_22_game,fg3mPerGame_21_22_game,ptsPerGame_21_22_game,trbPerGame_21_22_game,astPerGame_21_22_game,stlPerGame_21_22_game,blkPerGame_21_22_game,tovPerGame_21_22_game,rankcat_PerGame_21_22_game,countGames_20_21_game,minutesPerGame_20_21_game,fgmPerGame_20_21_game,fgaPerGame_20_21_game,fgm_fgaPerGame_20_21_game,pctFG_20_21_game,ftmPerGame_20_21_game,ftaPerGame_20_21_game,ftm_ftaPerGame_20_21_game,pctFT_20_21_game,fg3mPerGame_20_21_game,ptsPerGame_20_21_game,trbPerGame_20_21_game,astPerGame_20_21_game,stlPerGame_20_21_game,blkPerGame_20_21_game,tovPerGame_20_21_game,rankcat_PerGame_20_21_game,countGames_college,minutesPerGame_college,fgmPerGame_college,fgaPerGame_college,fgm_fgaPerGame_college,pctFG_college,ftmPerGame_college,ftaPerGame_college,ftm_ftaPerGame_college,pctFT_college,fg3mPerGame_college,ptsPerGame_college,trbPerGame_college,astPerGame_college,stlPerGame_college,blkPerGame_college,tovPerGame_college,age_player_season,count_seasons,how_acquired,height_weight,draftRank_22_23,depthChart,adp,Yahoo,ESPN,countGames,minutesPerGame,pctFG,pctFT,fg3mPerGame,ptsPerGame,trbPerGame,astPerGame,stlPerGame,blkPerGame,tovPerGame,fgmPerGame,fgaPerGame,ftmPerGame,ftaPerGame,positiontier,RankChange,MMRank,DynastyRank,Icon1,Icon2,Icon3,rankcat_PerGame,rankcat_pctFG,rankcat_pctFT,rankcat_fg3mPerGame,rankcat_ptsPerGame,rankcat_trbPerGame,rankcat_astPerGame,rankcat_stlPerGame,rankcat_blkPerGame,rankcat_tovPerGame,rankpunt_pctFG,rankpunt_pctFT,rankpunt_fg3mPerGame,rankpunt_ptsPerGame,rankpunt_trbPerGame,rankpunt_astPerGame,rankpunt_stlPerGame,rankpunt_blkPerGame,rankpunt_tovPerGame,DraftRank,seasonPointsRank,h2hPointsRank
1630583,Santi Aldama,Santi,Aldama,PF-C,MEM,7,77,21.8,3.2,6.8,3.2/6.8,0.47,1.4,1.9,1.4/1.9,0.75,1.2,9,4.8,1.3,0.6,0.6,0.8,190,30,21.26086957,2.826086957,6.260869565,2.8/6.3,0.449565217,1.391304348,1.782608696,1.4/1.8,0.703,0.826086957,7.869565217,5.086956522,1.347826087,0.347826087,0.434782609,0.869565217,272,77,36,11.2,5.3/11.2,0.47,2.3,3.1,2.3/3.1,0.75,2,14.9,7.9,2.1,1,1,1.3,160,32,11.3,1.7,4.1,1.7/4.1,0.402,0.6,1,0.6/1,0.625,0.2,4.1,2.7,0.7,0.2,0.3,0.5,498,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,17,35,7.9,15.5,7.9/15.5,0.513,3.5,5.1,3.5/5.1,0.686,1.9,21.2,10.1,2.3,1,1.7,3.2,22,3,2021 #30,84 / 215,PF62/C48,PF2,0,261,218,77,21.8,0.47,0.75,1.2,9,4.8,1.3,0.6,0.6,0.8,3.196,6.8,1.425,1.9,PF7/C7,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630586,Usman Garuba,Usman,Garuba,PF-C,ATL,16,75,12.9,1.1,2.4,1.1/2.4,0.486,0.4,0.6,0.4/0.6,0.617,0.3,3,4.1,0.9,0.6,0.4,0.6,305,29,11.54166667,0.916666667,2.333333333,0.9/2.3,0.405,0.416666667,0.458333333,0.4/0.5,0.9,0.375,2.625,3.208333333,0.666666667,0.333333333,0.25,0.541666667,365,75,36,6.6,3.2/6.6,0.486,1.1,1.7,1.1/1.7,0.617,0.9,8.4,11.4,2.4,1.6,1.1,1.7,149,24,10,0.8,1.8,0.8/1.8,0.432,0.2,0.3,0.2/0.3,0.714,0.2,2,3.5,0.7,0.4,0.5,0.3,360,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,21,3,2021 #23,80 / 229,PF105/C73,C4,,301,618,75,12.9,0.486,0.617,0.3,3,4.1,0.9,0.6,0.4,0.6,1.1664,2.4,0.3702,0.6,PF9/C9,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630587,Isaiah Livers,Isaiah,Livers,SF-PF,DET,12,52,23.1,2.3,5.5,2.3/5.5,0.417,0.6,0.8,0.6/0.8,0.821,1.4,6.7,2.8,0.8,0.5,0.5,0.6,268,22,27.93333333,3.533333333,8,3.5/8,0.428866667,0.666666667,0.733333333,0.7/0.7,0.9,1.866666667,9.6,3.666666667,1.2,0.6,0.533333333,0.533333333,172,52,36,8.6,3.6/8.6,0.417,1,1.2,1/1.2,0.821,2.2,10.4,4.3,1.2,0.8,0.8,0.9,344,19,20.2,2.2,4.7,2.2/4.7,0.456,0.6,0.7,0.6/0.7,0.857,1.4,6.4,3,1.1,0.7,0.4,0.8,236,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,23,31.6,4.4,9.7,4.4/9.7,0.457,2,2.3,2/2.3,0.87,2.2,13.1,6,2,0.6,0.7,1.1,24,3,2021 #42,78 / 232,SF93/PF89,PF3,,303,,52,23.1,0.417,0.821,1.4,6.7,2.8,0.8,0.5,0.5,0.6,2.2935,5.5,0.6568,0.8,SF8/PF8,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630590,Scotty Pippen Jr.,Scotty,Pippen Jr.,PG,LAL,14,6,5.3,0.7,2,0.7/2,0.333,0.8,1.5,0.8/1.5,0.556,0.2,2.3,0.7,0.3,0.3,0.2,0.3,526,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,6,36,13.5,4.5/13.5,0.333,5.6,10.1,5.6/10.1,0.556,1.1,15.8,4.5,2.3,2.3,1.1,2.3,508,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,22,2,,73 / 170,PG122,0,,615,,6,5.3,0.333,0.556,0.2,2.3,0.7,0.3,0.3,0.2,0.3,0.666,2,0.834,1.5,PG10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630591,Jalen Suggs,Jalen,Suggs,PG-SG,ORL,4,53,23.5,3.5,8.4,3.5/8.4,0.419,1.6,2.2,1.6/2.2,0.723,1.2,9.9,3,2.9,1.3,0.5,1.8,200,26,24.52631579,3.736842105,9.263157895,3.7/9.3,0.395631579,1.789473684,2.263157895,1.8/2.3,0.858416667,1.421052632,10.68421053,3.684210526,2,1.210526316,0.578947368,1.526315789,167,53,36,12.8,5.4/12.8,0.419,2.5,3.4,2.5/3.4,0.723,1.9,15.1,4.7,4.5,1.9,0.8,2.7,227,48,27.2,4.1,11.4,4.1/11.4,0.361,2.6,3.4,2.6/3.4,0.773,0.9,11.8,3.6,4.4,1.2,0.4,3,338,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,30,28.9,5.2,10.3,5.2/10.3,0.503,2.9,3.8,2.9/3.8,0.754,1.2,14.4,5.3,4.5,1.9,0.3,2.9,22,3,2021 #5,77 / 205,PG59/SG71,SG2,146.5,196,173,53,23.5,0.42,0.79,1.5,12,3.7,2.9,1.4,0.5,1.8,3.528,8.4,1.738,2.2,PG7/SG7,0,162,141,11,17,,162,485,287,136,158,216,130,20,121,458,133,160,166,158,136,158,241,162,148,PG51/SG60,180,163
1630592,Jalen Wilson,Jalen,Wilson,PF,BRK,22,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,36,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,36,35.4,6.9,16,6.9/16,0.43,4.4,5.5,4.4/5.5,0.799,1.9,20.1,8.3,2.2,0.9,0.5,2.3,22,1,2023 #51,80 / 220,NA,SF4,,538,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PF10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630593,McKinley Wright IV,McKinley,Wright IV,#N/A,DAL,23,27,12.4,1.7,3.6,1.7/3.6,0.469,0.5,0.7,0.5/0.7,0.684,0.3,4.2,1.7,2.1,0.3,0.2,0.7,413,12,18.57142857,3.285714286,7,3.3/7,0.508857143,0.857142857,1.142857143,0.9/1.1,0.778,0.714285714,8.142857143,3,3,0.142857143,0.285714286,1,287,27,36,10.5,4.9/10.5,0.469,1.4,2,1.4/2,0.684,1,12.3,5.1,6.2,0.9,0.5,2,355,5,3.8,0.4,0.6,0.4/0.6,0.667,0,0,0/0,0,0.2,1,0,0.6,0,0,0.2,560,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,24,3,,71 / 192,,0,,,,27,12.4,0.469,0.684,0.3,4.2,1.7,2.1,0.3,0.2,0.7,1.6884,3.6,0.4788,0.7,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630595,Cade Cunningham,Cade,Cunningham,PG-SG,DET,2,12,33.3,7.8,18.7,7.8/18.7,0.415,3,3.6,3/3.6,0.837,1.4,19.9,6.2,6,0.8,0.6,3.3,141,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,12,36,20.2,8.4/20.2,0.415,3.2,3.9,3.2/3.9,0.837,1.5,21.5,6.7,6.5,0.9,0.6,3.5,337,64,32.6,6.7,16.1,6.7/16.1,0.416,2.2,2.6,2.2/2.6,0.845,1.8,17.4,5.5,5.6,1.2,0.7,3.7,123,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,27,35.4,6.5,14.8,6.5/14.8,0.438,4.9,5.8,4.9/5.8,0.846,2.3,20.1,6.2,3.5,1.6,0.8,4,21,3,2021 #1,79 / 220,PG47/SG50,PG1,39.9,31,34,12,33.3,0.44,0.85,2,22.7,6.8,6.8,1.3,0.8,3.3,8.228,18.7,3.06,3.6,PG4/SG4,0,47,16,5,23,30,47,536,53,73,42,65,20,32,64,540,27,62,59,60,48,82,71,49,29,PG18/SG18,28,25
1630596,Evan Mobley,Evan,Mobley,PF-C,CLE,4,79,34.4,6.6,12,6.6/12,0.554,2.6,3.8,2.6/3.8,0.674,0.3,16.2,9,2.8,0.8,1.5,1.8,49,28,34.95,7.2,12.8,7.2/12.8,0.5607,2.65,4.25,2.7/4.3,0.581117647,0.4,17.45,9.25,3.3,0.7,1.95,1.3,21,79,36,12.6,7/12.6,0.554,2.7,4,2.7/4,0.674,0.3,16.9,9.4,3,0.8,1.6,1.9,170,69,33.8,6.1,12,6.1/12,0.508,2.4,3.7,2.4/3.7,0.663,0.3,15,8.3,2.5,0.8,1.7,1.9,76,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,33,33.9,6,10.3,6/10.3,0.578,4.1,5.8,4.1/5.8,0.694,0.4,16.4,8.7,2.4,0.8,2.9,2.2,22,3,2021 #3,83 / 215,PF13/C16,PF1,43.3,42,45,79,34.4,0.56,0.69,0.5,18,9.3,3.3,0.8,1.9,1.6,6.72,12,2.622,3.8,PF4/C4,0,33,19,18,22,,33,31,521,323,74,25,113,145,9,435,49,17,15,27,51,27,22,77,47,PF12/C11,48,41
1630598,Aaron Wiggins,Aaron,Wiggins,SG-SF,OKC,21,70,18.5,2.7,5.2,2.7/5.2,0.512,0.8,1,0.8/1,0.831,0.7,6.8,3,1.1,0.6,0.2,0.8,272,31,18.83333333,3.083333333,5.875,3.1/5.9,0.463913043,0.833333333,1,0.8/1,0.863636364,0.666666667,7.666666667,2.666666667,0.75,0.75,0.291666667,0.75,278,70,36,10.1,5.2/10.1,0.512,1.6,2,1.6/2,0.831,1.3,13.3,5.8,2.2,1.1,0.4,1.5,272,50,24.2,3.1,6.7,3.1/6.7,0.463,1.2,1.7,1.2/1.7,0.729,0.8,8.3,3.6,1.4,0.6,0.2,1.1,339,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,31,33,5.3,11.9,5.3/11.9,0.446,2,2.5,2/2.5,0.772,1.8,14.5,5.8,2.5,1.1,0.5,2,24,3,2021 #55,77 / 190,SG102/SF96,SG2,,283,,70,18.5,0.512,0.831,0.7,6.8,3,1.1,0.6,0.2,0.8,2.6624,5.2,0.831,1,SG8/SF8,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630600,Isaiah Mobley,Isaiah,Mobley,PF-C,CLE,15,13,6.5,0.9,2.2,0.9/2.2,0.429,0.3,0.3,0.3/0.3,0.01,0.2,2.4,1.5,0.2,0.3,0.2,0.1,433,4,14.5,2,5,2/5,0.361,1,1,1/1,1,0.5,5.5,2.25,0.75,0.75,0.75,0.25,246,13,36,12,5.1/12,0.429,1.7,1.7,1.7/1.7,0.01,1.3,13.3,8.6,1.3,1.7,1.3,0.4,474,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,32,34.1,5,11.3,5/11.3,0.445,2.8,4,2.8/4,0.682,1.3,14.2,8.3,3.3,0.8,0.9,1.9,23,2,2022 #49,80 / 238,PF136/C105,PF3,,477,,13,6.5,0.429,0.01,0.2,2.4,1.5,0.2,0.3,0.2,0.1,0.9438,2.2,0.003,0.3,PF10/C10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630604,E.J. Liddell,E.J.,Liddell,PF,NOP,32,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,36,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,32,33.2,6.3,12.9,6.3/12.9,0.49,5.3,6.9,5.3/6.9,0.765,1.4,19.4,7.9,2.5,0.6,2.6,2.4,22,1,2022 #41,78 / 240,NA,0,,576,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PF10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630608,Malcolm Cazalon,Malcolm,Cazalon,SG,DET,20,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,36,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,21,1,,78 / 185,NA,SG4,,553,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SG10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630613,Duane Washington Jr.,Duane,Washington Jr.,SG,NYK,4,31,12.7,3,8.3,3/8.3,0.367,0.5,0.8,0.5/0.8,0.667,1.3,7.9,1.2,2,0.2,0.1,1.1,503,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,31,36,23.4,8.6/23.4,0.367,1.5,2.2,1.5/2.2,0.667,3.7,22.3,3.3,5.8,0.5,0.4,3.1,456,48,20.2,3.6,8.9,3.6/8.9,0.405,1,1.3,1/1.3,0.754,1.7,9.9,1.7,1.8,0.5,0.1,1.2,383,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,23,3,,74 / 197,SG169,PG3,,421,,31,12.7,0.367,0.667,1.3,7.9,1.2,2,0.2,0.1,1.1,3.0461,8.3,0.5336,0.8,SG10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630620,Darius Days,Darius,Days,SF-PF,HOU,5,4,6.3,1.3,3,1.3/3,0.417,0.5,0.5,0.5/0.5,0.01,0.8,3.8,1.5,0.3,0,0.3,0,410,4,2,0,1,0/1,0,0,0,0/0,0,0,0,0,0,0,0,0,489,4,36,17.3,7.2/17.3,0.417,2.9,2.9,2.9/2.9,0.01,4.3,21.6,8.6,1.4,0,1.4,0,508,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,23,2,,79 / 245,SF137/PF130,PF3,,513,,4,6.3,0.417,0.01,0.8,3.8,1.5,0.3,0,0.3,0,1.251,3,0.005,0.5,SF10/PF10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630625,Dalano Banton,Dalano,Banton,PG-SG,TOR,45,31,9,1.8,4.2,1.8/4.2,0.423,0.5,0.8,0.5/0.8,0.708,0.5,4.6,1.5,1.2,0.4,0.4,0.6,412,9,6.6,1.8,3.8,1.8/3.8,0.2834,0.4,1,0.4/1,0.333333333,0.4,4.4,2,1.4,0.2,0.2,0.6,450,31,36,16.8,7.1/16.8,0.423,2.2,3.1,2.2/3.1,0.708,1.9,18.3,5.8,4.6,1.7,1.7,2.3,86,64,10.9,1.3,3.2,1.3/3.2,0.411,0.4,0.7,0.4/0.7,0.591,0.2,3.2,1.9,1.5,0.4,0.2,0.8,493,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,27,27.3,3.3,8.1,3.3/8.1,0.411,2.1,3.3,2.1/3.3,0.659,0.7,9.6,5.9,3.9,1,0.9,2.5,23,3,2021 #46,79 / 204,PG101/SG140,PG3,,398,466,31,9,0.423,0.708,0.5,4.6,1.5,1.2,0.4,0.4,0.6,1.7766,4.2,0.5664,0.8,PG9/SG9,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630631,Jose Alvarado,Jose,Alvarado,PG,NOP,15,61,21.5,3.3,8,3.3/8,0.411,1.1,1.3,1.1/1.3,0.813,1.4,9,2.3,3,1.1,0.2,1.3,210,10,15.33333333,3,6.333333333,3/6.3,0.486,0,0,0/0,0,0.666666667,6.666666667,1.333333333,1.666666667,1,0,0.333333333,400,61,36,13.4,5.5/13.4,0.411,1.8,2.2,1.8/2.2,0.813,2.3,15.1,3.9,5.1,1.8,0.3,2.2,195,54,15.4,2.4,5.4,2.4/5.4,0.446,0.7,1,0.7/1,0.679,0.6,6.1,1.9,2.8,1.3,0.1,0.7,227,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,25,3,,72 / 179,PG63,PG2,0,270,236,61,21.5,0.411,0.813,1.4,9,2.3,3,1.1,0.2,1.3,3.288,8,1.0569,1.3,PG8,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630637,Carlik Jones,Carlik,Jones,PG-SG,CHI,22,7,8,0.9,2.1,0.9/2.1,0.4,0.7,1.1,0.7/1.1,0.625,0.4,2.9,0.7,0.9,0.3,0,0.3,502,6,6.6,1,2,1/2,0.5,0.8,0.8,0.8/0.8,1,0.6,3.4,0.4,0.8,0.4,0,0.2,355,7,36,9.6,3.9/9.6,0.4,3.2,5.1,3.2/5.1,0.625,1.9,12.9,3.2,3.9,1.3,0,1.3,497,5,4.6,0.2,1.8,0.2/1.8,0.111,0.4,0.4,0.4/0.4,0.01,0,0.8,0.6,1,0.2,0,0.6,588,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,25,3,,72 / 174,PG116/SG168,SG3,,522,,7,8,0.4,0.625,0.4,2.9,0.7,0.9,0.3,0,0.3,0.84,2.1,0.6875,1.1,PG10/SG10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630639,A.J. Lawson,A.J.,Lawson,SG-SF-PF,DAL,9,15,7.2,1.5,2.9,1.5/2.9,0.5,0.1,0.5,0.1/0.5,0.25,0.7,3.7,1.4,0.1,0.1,0,0.2,506,5,23,4.5,9,4.5/9,0.5,0.5,2.5,0.5/2.5,0.2,1.5,11,5.5,0.5,0.5,0,1,331,15,36,14.7,7.3/14.7,0.5,0.7,2.7,0.7/2.7,0.25,3.3,18.7,7,0.7,0.7,0,1,434,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,22,2,,78 / 179,SG171,SG3,,505,,15,7.2,0.5,0.25,0.7,3.7,1.4,0.1,0.1,0,0.2,1.45,2.9,0.125,0.5,SG10/SFPF10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630641,Ibou Badji,Ibou,Badji,C,POR,41,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,36,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,20,1,,85 / 240,NA,C3,,555,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630643,Jay Huff,Jay,Huff,C,WAS,34,7,13.6,2.1,3.6,2.1/3.6,0.6,2.1,2.3,2.1/2.3,0.938,0.9,7.3,3,1.4,0.4,0.6,0.7,181,7,13.71428571,2.142857143,3.571428571,2.1/3.6,0.5808,2.142857143,2.285714286,2.1/2.3,0.96,0.857142857,7.285714286,3,1.428571429,0.428571429,0.571428571,0.714285714,213,7,36,9.5,5.7/9.5,0.6,5.7,6.1,5.7/6.1,0.938,2.3,19.3,8,3.8,1.1,1.5,1.9,472,4,5,0,0.8,0/0.8,0,0,0,0/0,0,0,0,1,0.3,0.3,0.3,0.3,528,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,25,3,,85 / 240,C45,C4,,460,,7,13.6,0.6,0.938,0.9,7.3,3,1.4,0.4,0.6,0.7,2.16,3.6,2.1574,2.3,C7,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630644,Mac McClung,Mac,McClung,PG-SG,PHI,9,2,20.5,4.5,10,4.5/10,0.45,1.5,2.5,1.5/2.5,0.6,2,12.5,5,4.5,0,0,1.5,328,2,20.5,4.5,10,4.5/10,0.402,1.5,2.5,1.5/2.5,0.6665,2,12.5,5,4.5,0,0,1.5,253,2,36,17.6,7.9/17.6,0.45,2.6,4.4,2.6/4.4,0.6,3.5,22,8.8,7.9,0,0,2.6,490,2,12.5,1.5,3,1.5/3,0.5,0.5,0.5,0.5/0.5,0.01,0.5,4,1.5,0.5,0.5,0.5,1.5,429,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,24,3,,74 / 185,PG87/SG118,0,,517,,2,20.5,0.45,0.6,2,12.5,5,4.5,0,0,1.5,4.5,10,1.5,2.5,PG9/SG9,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630658,Colin Castleton,Colin,Castleton,PF,LAL,26,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,36,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,23,1,,83 / 250,NA,C3,,600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PF10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1630678,Terry Taylor,Terry,Taylor,PF,CHI,32,31,8.5,1.3,2.4,1.3/2.4,0.52,0.2,0.4,0.2/0.4,0.545,0.2,2.9,1.5,0.3,0.1,0.2,0.3,482,6,7.2,1.8,2,1.8/2,0.91675,0.2,0.8,0.2/0.8,0.25,0.2,4,1.6,0,0,0.2,0,381,31,36,10.2,5.3/10.2,0.52,0.8,1.5,0.8/1.5,0.545,0.7,12.1,6.4,1.4,0.4,0.8,1.2,438,33,21.6,4.1,6.7,4.1/6.7,0.614,1.1,1.5,1.1/1.5,0.706,0.4,9.6,5.2,1.2,0.4,0.2,0.7,216,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,23,3,,76 / 230,PF146,0,,422,,31,8.5,0.52,0.545,0.2,2.9,1.5,0.3,0.1,0.2,0.3,1.248,2.4,0.218,0.4,PF10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
